category,resume_text
DevOps Engineer,"DevOps Engineer with 3 years of experience. Skilled in Python, AWS, C++, Django, Java, Elasticsearch, GraphQL. Experience with Microservices, Ansible. Education: B.Tech in Computer Science."
Blockchain Developer,"Blockchain Developer with 4 years of experience. Skilled in React, PyTorch, Java, Elasticsearch, Python. Experience with Linux, GitHub Actions, Agile. Education: B.E. in IT."
Product Manager,"Product Manager with 7 years of experience. Skilled in Azure, NumPy, MongoDB, React, Solidity. Experience with Scrum, Jenkins, Jira. Education: B.Des."
Frontend Developer,"Frontend Developer with 7 years of experience. Skilled in Solidity, Docker, Spark, NumPy, Java. Experience with Ansible, Linux, Jenkins, Git. Education: M.S. in Data Science."
Backend Developer,"Backend Developer with 3 years of experience. Skilled in Power BI, AWS, Docker, GraphQL. Experience with Git, REST API, Ansible. Education: B.E. in IT."
Data Scientist,"Data Scientist with 9 years of experience. Skilled in AWS, NumPy, Figma, PostgreSQL, GraphQL, MongoDB. Experience with CI/CD, REST API, Microservices. Education: B.Des."
AI Engineer,"AI Engineer with 1 years of experience. Skilled in NumPy, Solidity, SQL, FastAPI, scikit-learn, Python, Elasticsearch. Experience with Jenkins, Jira, Terraform. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 4 years of experience. Skilled in Flask, Hadoop, Pandas, PostgreSQL, TensorFlow, Elasticsearch. Experience with Git, Agile, Linux. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 7 years of experience. Skilled in Azure, TensorFlow, Power BI, SQL, Kafka, GCP. Experience with REST API, Git, Ansible, Jenkins. Education: MBA."
DevOps Engineer,"DevOps Engineer with 2 years of experience. Skilled in PyTorch, Elasticsearch, Redis, MongoDB. Experience with Agile, Scrum. Education: B.Tech in Computer Science."
Business Analyst,"Business Analyst with 2 years of experience. Skilled in Tableau, Excel, Kafka, Kubernetes, PyTorch. Experience with CI/CD, Jenkins. Education: B.Tech in Computer Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 10 years of experience. Skilled in MongoDB, PostgreSQL, AWS, C++, Kubernetes, Excel. Experience with Ansible, Microservices, Agile, Linux. Education: M.S. in Data Science."
Software Engineer,"Software Engineer with 7 years of experience. Skilled in Python, Django, Excel, Figma, Docker, Hadoop, Solidity. Experience with Jenkins, CI/CD. Education: M.S. in Data Science."
DevOps Engineer,"DevOps Engineer with 6 years of experience. Skilled in Redis, C++, Kafka, Spark, Kubernetes, Node.js, scikit-learn. Experience with Ansible, Jira. Education: B.Des."
Data Engineer,"Data Engineer with 6 years of experience. Skilled in React, Java, Spark, PostgreSQL, C++, Pandas, Redis. Experience with REST API, Git, Terraform, CI/CD. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 5 years of experience. Skilled in Tableau, Airflow, Java, NumPy. Experience with Ansible, Terraform, Microservices, GitHub Actions. Education: B.E. in IT."
Blockchain Developer,"Blockchain Developer with 1 years of experience. Skilled in MongoDB, SQL, PostgreSQL, Excel, Tableau, Redis, GraphQL. Experience with Microservices, Linux. Education: MBA."
DevOps Engineer,"DevOps Engineer with 9 years of experience. Skilled in GraphQL, Kafka, PostgreSQL, Azure, C++, Solidity, Figma. Experience with Jira, GitHub Actions, Jenkins. Education: M.S. in Data Science."
Data Engineer,"Data Engineer with 7 years of experience. Skilled in MongoDB, PyTorch, Figma, GraphQL, Power BI, TensorFlow. Experience with Scrum, Ansible, Jenkins, REST API. Education: M.S. in Data Science."
Business Analyst,"Business Analyst with 8 years of experience. Skilled in Excel, scikit-learn, Node.js, Kubernetes. Experience with Linux, REST API, Terraform, Ansible. Education: MBA."
Data Scientist,"Data Scientist with 9 years of experience. Skilled in Kubernetes, GCP, PostgreSQL, PyTorch, Python. Experience with Git, Agile. Education: B.E. in IT."
DevOps Engineer,"DevOps Engineer with 5 years of experience. Skilled in NumPy, Tableau, Solidity, Figma. Experience with Jenkins, CI/CD, REST API, Linux. Education: B.Tech in Computer Science."
Product Manager,"Product Manager with 7 years of experience. Skilled in React, Kubernetes, MongoDB, Django, Docker. Experience with GitHub Actions, Scrum, Jira. Education: M.S. in Data Science."
Cloud Engineer,"Cloud Engineer with 1 years of experience. Skilled in Kafka, scikit-learn, Spark, Docker, Django, Kubernetes. Experience with REST API, Scrum. Education: M.S. in Data Science."
DevOps Engineer,"DevOps Engineer with 6 years of experience. Skilled in Kafka, PostgreSQL, Docker, Excel, Django. Experience with Linux, Jira, Git. Education: B.Des."
Backend Developer,"Backend Developer with 10 years of experience. Skilled in Airflow, Node.js, Excel, Azure. Experience with Linux, Jira, REST API, Agile. Education: M.S. in Data Science."
Business Analyst,"Business Analyst with 10 years of experience. Skilled in Elasticsearch, Excel, Java, Azure. Experience with Ansible, Linux. Education: MBA."
UI/UX Designer,"UI/UX Designer with 2 years of experience. Skilled in Kubernetes, TensorFlow, Flask, GCP, PyTorch, Python. Experience with Terraform, Microservices, Jenkins. Education: M.S. in Data Science."
DevOps Engineer,"DevOps Engineer with 4 years of experience. Skilled in Python, Pandas, PyTorch, MongoDB, Tableau, Hadoop. Experience with CI/CD, Ansible, Terraform. Education: B.E. in IT."
Data Scientist,"Data Scientist with 1 years of experience. Skilled in React, GraphQL, PyTorch, AWS, C++, Pandas. Experience with Ansible, CI/CD, Terraform. Education: B.Tech in Computer Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 4 years of experience. Skilled in Excel, SQL, scikit-learn, GraphQL. Experience with Scrum, Jira. Education: B.Des."
AI Engineer,"AI Engineer with 8 years of experience. Skilled in Redis, PyTorch, Kubernetes, GraphQL, TensorFlow, Django. Experience with Git, Jenkins, CI/CD, Terraform. Education: B.E. in IT."
Data Engineer,"Data Engineer with 8 years of experience. Skilled in C++, Django, GraphQL, SQL, Power BI, Elasticsearch. Experience with Microservices, Git, CI/CD. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 3 years of experience. Skilled in MongoDB, Pandas, PyTorch, Solidity, C++, PostgreSQL. Experience with Linux, Git, Terraform, Ansible. Education: MBA."
QA Engineer,"QA Engineer with 9 years of experience. Skilled in SQL, GraphQL, Flask, Excel, Airflow, Django, Docker. Experience with CI/CD, Jenkins, Scrum, Git. Education: B.Tech in Computer Science."
Blockchain Developer,"Blockchain Developer with 6 years of experience. Skilled in Python, Kubernetes, Spark, Azure. Experience with Jira, CI/CD, Scrum. Education: B.Des."
Product Manager,"Product Manager with 10 years of experience. Skilled in Spark, Azure, Solidity, Figma, FastAPI, MongoDB, Java. Experience with Terraform, Jira, Agile. Education: M.S. in Data Science."
DevOps Engineer,"DevOps Engineer with 6 years of experience. Skilled in PyTorch, Flask, FastAPI, React, Spark. Experience with CI/CD, Agile, REST API, Git. Education: B.Des."
Blockchain Developer,"Blockchain Developer with 3 years of experience. Skilled in React, PyTorch, NumPy, Excel, PostgreSQL. Experience with Scrum, Git. Education: B.Des."
Business Analyst,"Business Analyst with 1 years of experience. Skilled in AWS, Figma, scikit-learn, Flask, React. Experience with Ansible, Agile, REST API. Education: B.Des."
Mobile Developer,"Mobile Developer with 1 years of experience. Skilled in C++, Python, Redis, React, AWS, Airflow, Django. Experience with REST API, Linux, Scrum. Education: B.E. in IT."
AI Engineer,"AI Engineer with 5 years of experience. Skilled in Airflow, FastAPI, Hadoop, GraphQL, Redis, NumPy. Experience with GitHub Actions, REST API, Scrum, Linux. Education: M.S. in Data Science."
Frontend Developer,"Frontend Developer with 3 years of experience. Skilled in TensorFlow, Azure, Elasticsearch, Solidity, Java, GraphQL. Experience with Terraform, Linux. Education: B.E. in IT."
Product Manager,"Product Manager with 10 years of experience. Skilled in MongoDB, NumPy, Airflow, SQL, PostgreSQL, Excel. Experience with Terraform, Linux. Education: B.E. in IT."
Frontend Developer,"Frontend Developer with 9 years of experience. Skilled in Python, FastAPI, Java, Excel. Experience with Scrum, GitHub Actions, Linux. Education: B.Tech in Computer Science."
Software Engineer,"Software Engineer with 6 years of experience. Skilled in Excel, FastAPI, Django, Elasticsearch. Experience with Jira, CI/CD, Agile. Education: MBA."
Cybersecurity Analyst,"Cybersecurity Analyst with 1 years of experience. Skilled in SQL, Flask, Kafka, Elasticsearch, scikit-learn, FastAPI, Solidity. Experience with Linux, CI/CD. Education: M.S. in Data Science."
Data Engineer,"Data Engineer with 2 years of experience. Skilled in Kafka, Kubernetes, AWS, PyTorch, C++. Experience with GitHub Actions, Agile, Ansible, REST API. Education: M.S. in Data Science."
Software Engineer,"Software Engineer with 4 years of experience. Skilled in C++, Java, Spark, GCP, Figma, FastAPI. Experience with Jenkins, Ansible, Agile, CI/CD. Education: MBA."
Software Engineer,"Software Engineer with 7 years of experience. Skilled in Power BI, React, Tableau, TensorFlow, Python. Experience with Scrum, Jira, Git. Education: M.S. in Data Science."
Product Manager,"Product Manager with 5 years of experience. Skilled in Airflow, C++, Solidity, Java, Kafka, GCP. Experience with Scrum, Agile, Terraform, GitHub Actions. Education: B.Tech in Computer Science."
Product Manager,"Product Manager with 4 years of experience. Skilled in NumPy, Hadoop, Kafka, Flask, Pandas, Figma. Experience with Terraform, REST API, Scrum. Education: B.E. in IT."
Mobile Developer,"Mobile Developer with 4 years of experience. Skilled in Tableau, MongoDB, PyTorch, C++, Spark. Experience with Jira, Jenkins, Scrum, Linux. Education: B.Tech in Computer Science."
Data Engineer,"Data Engineer with 3 years of experience. Skilled in Excel, PostgreSQL, NumPy, C++. Experience with Microservices, Terraform, Scrum, GitHub Actions. Education: M.Tech in AI."
Cybersecurity Analyst,"Cybersecurity Analyst with 9 years of experience. Skilled in Spark, SQL, Kubernetes, TensorFlow, React, Kafka, Airflow. Experience with Ansible, Terraform, Linux. Education: B.E. in IT."
Frontend Developer,"Frontend Developer with 1 years of experience. Skilled in Java, Kafka, Docker, MongoDB, Hadoop, NumPy, Solidity. Experience with Jenkins, Jira, Linux, Scrum. Education: B.E. in IT."
Cloud Engineer,"Cloud Engineer with 2 years of experience. Skilled in Django, Pandas, Hadoop, React, Java, PyTorch, Kafka. Experience with Agile, Git, REST API, Jenkins. Education: B.E. in IT."
Product Manager,"Product Manager with 8 years of experience. Skilled in Docker, AWS, Excel, Flask, Python, Airflow, TensorFlow. Experience with Git, REST API, GitHub Actions. Education: M.S. in Data Science."
Data Engineer,"Data Engineer with 4 years of experience. Skilled in Tableau, Power BI, Elasticsearch, Python, SQL. Experience with REST API, Linux, Jira. Education: MBA."
Data Engineer,"Data Engineer with 4 years of experience. Skilled in Excel, Azure, Hadoop, AWS, Elasticsearch. Experience with Git, Microservices, Ansible. Education: M.Tech in AI."
Cybersecurity Analyst,"Cybersecurity Analyst with 2 years of experience. Skilled in Docker, Excel, TensorFlow, Django, FastAPI, MongoDB. Experience with Jenkins, Microservices. Education: M.S. in Data Science."
Data Scientist,"Data Scientist with 5 years of experience. Skilled in PostgreSQL, Java, Elasticsearch, GCP, Flask. Experience with Scrum, Agile, GitHub Actions. Education: B.Des."
Mobile Developer,"Mobile Developer with 5 years of experience. Skilled in GCP, Kafka, GraphQL, Django. Experience with Microservices, CI/CD, Jira, Agile. Education: B.Des."
Machine Learning Engineer,"Machine Learning Engineer with 4 years of experience. Skilled in GCP, SQL, PyTorch, Docker, React. Experience with Linux, Ansible, Agile, GitHub Actions. Education: MBA."
Mobile Developer,"Mobile Developer with 8 years of experience. Skilled in GCP, Spark, Kubernetes, GraphQL. Experience with Terraform, Jenkins, Ansible. Education: MBA."
Blockchain Developer,"Blockchain Developer with 8 years of experience. Skilled in SQL, Django, Azure, C++, Pandas. Experience with Ansible, Jira. Education: MBA."
Data Engineer,"Data Engineer with 7 years of experience. Skilled in Hadoop, PyTorch, Java, Python. Experience with Git, Linux. Education: B.Tech in Computer Science."
Mobile Developer,"Mobile Developer with 8 years of experience. Skilled in Hadoop, MongoDB, TensorFlow, Figma, Airflow. Experience with Ansible, GitHub Actions, Terraform, Microservices. Education: M.S. in Data Science."
DevOps Engineer,"DevOps Engineer with 4 years of experience. Skilled in Node.js, Docker, NumPy, Kafka, Django, FastAPI, Airflow. Experience with Linux, GitHub Actions, Terraform, Agile. Education: M.S. in Data Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 7 years of experience. Skilled in Python, GCP, scikit-learn, Docker, Power BI, Azure, NumPy. Experience with CI/CD, Terraform. Education: M.Tech in AI."
Frontend Developer,"Frontend Developer with 6 years of experience. Skilled in Kubernetes, Docker, Airflow, Figma, GCP. Experience with Agile, Jira, CI/CD. Education: B.Tech in Computer Science."
UI/UX Designer,"UI/UX Designer with 6 years of experience. Skilled in Figma, SQL, MongoDB, TensorFlow, Pandas, GCP. Experience with CI/CD, Ansible, REST API. Education: MBA."
Data Scientist,"Data Scientist with 2 years of experience. Skilled in PyTorch, Hadoop, C++, Django, MongoDB. Experience with REST API, Scrum, Jira, Git. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 7 years of experience. Skilled in Docker, Node.js, GraphQL, Django, Elasticsearch. Experience with CI/CD, Ansible. Education: M.S. in Data Science."
Frontend Developer,"Frontend Developer with 2 years of experience. Skilled in Node.js, GCP, Azure, Flask, Pandas, Power BI, scikit-learn. Experience with Jenkins, CI/CD, Microservices. Education: MBA."
Software Engineer,"Software Engineer with 2 years of experience. Skilled in PostgreSQL, GraphQL, Tableau, Excel, FastAPI. Experience with Agile, Scrum, Jira. Education: B.Des."
Frontend Developer,"Frontend Developer with 10 years of experience. Skilled in SQL, Power BI, Figma, Tableau. Experience with Jenkins, Ansible, Linux. Education: B.E. in IT."
Backend Developer,"Backend Developer with 9 years of experience. Skilled in Elasticsearch, Spark, Python, Kafka, Tableau, PostgreSQL. Experience with Jenkins, GitHub Actions, Git. Education: MBA."
Blockchain Developer,"Blockchain Developer with 4 years of experience. Skilled in scikit-learn, Power BI, PyTorch, Redis, Elasticsearch, React, C++. Experience with Linux, Microservices. Education: M.Tech in AI."
